January,February,March,April,May,June,July,August,September,October,November,December
9.01E-06,0.109728,1.19E-01,1.18E-05,5.10E-02,9.92E-02,0.188496,0.0212972,0.133886,1.69E-05,6.26E-02,0.102873
1.71E-01,0.0347707,0.0257033,0.0584596,0.0747793,1.32E-05,6.93E-03,0.0411781,0.244249,1.21E-01,0.237706,4.98E-06
1.33E-01,5.29E-03,3.89E-05,0.128826,0.0507064,1.04E-05,1.12E-01,0.108559,1.30E-01,0.0823781,5.13E-02,5.76E-05
1.49E-05,0.0351049,1.47E-01,1.33E-05,0.213826,1.29E-05,0.0683606,2.22E-02,0.14039,1.67E-05,0.0896459,3.84E-06
1.27E-04,3.06E-05,8.54E-06,9.84E-02,0.0160122,1.56E-01,1.51E-01,0.117421,0.122641,0.0306286,0.106232,1.32E-01
3.00E-02,1.99E-02,0.202139,0.233215,0.0563931,0.128794,2.67E-02,0.0958388,0.105773,0.210321,0.147189,0.028188
3.85E-02,0.103529,0.0853279,6.72E-02,0.0728465,0.0633777,0.399983,0.122287,0.0890579,0.113177,4.35E-05,1.82E-01
0.171439,0.0226867,8.38E-06,2.39E-01,2.22E-02,0.0169127,9.46E-06,8.06E-01,0.0133801,1.41E-01,0.0692619,9.21E-05
2.30E-01,8.78E-02,0.14193,0.146297,0.159369,0.158164,3.77E-02,2.97E-02,0.0265599,0.0845514,0.127628,0.146216
1.27E-01,0.000142926,0.133553,2.85E-06,6.27E-02,0.139103,1.66E-05,1.75E-02,8.94E-06,0.118499,0.000287702,0.0837877
2.61E-02,0.228433,2.10E-05,0.145501,4.11E-02,0.0901108,2.33E-05,0.0950106,0.069503,7.26E-06,0.00045185,0.0559072
0.144509,0.143472,6.68E-02,0.0854336,0.00768055,0.098766,1.01E-01,2.61E-02,1.45E-05,9.28E-02,0.0239641,5.55E-05
4.25E-02,3.86E-05,0.00334142,0.0232322,7.71E-06,7.05E-03,9.17E-05,0.0169517,3.08E-02,0.0588139,0.0172974,9.85E-05
7.93E-02,0.0412651,0.0855137,0.0559246,6.83E-07,6.23E-05,0.00399476,1.38E-01,6.32E-02,1.87E-02,0.00608629,2.42E-02
7.45E-03,1.62E-05,0.318979,2.24E-01,1.29E-01,0.0774607,2.21E-05,4.57E-05,1.04E-05,1.67E-01,2.93E-05,0.00452807
0.0450828,0.0958833,0.145014,0.378388,0.0690989,2.88E-02,0.034158,0.00678801,0.114323,0.0312454,1.37E-01,3.69E-05
0.0536732,0.189893,1.39E-02,7.72E-05,9.68E-02,0.0663574,6.72E-01,5.64E-05,0.409568,1.63E-01,0.166218,1.03E-05
3.67E-02,9.14E-02,0.0117642,6.49E-06,1.13E-02,0.11954,0.0969702,0.12435,4.78E-06,1.05E-05,0.0533022,1.15E-05
0.113317,0.114553,0.0570114,0.0122357,0.0286207,0.968079,2.47E-02,3.05E-02,0.185428,5.01E-05,0.118405,1.38E-01
0.00249124,0.138631,9.60E-02,0.0871829,3.25E-06,2.04E-05,1.03E-01,0.0978186,2.47E-05,1.33E-01,2.83E-02,8.22E-02
9.23E-02,0.0668891,0.144636,0.0921741,0.081872,0.0259136,0.101447,0.0912109,1.14E-01,0.00437134,0.191827,0.138073
1.59E-01,0.129317,0.122041,8.88E-01,0.142494,0.001469,0.00117829,1.63E-06,2.04E-02,3.49E-01,1.80E-05,0.0386309
9.98E-02,0.02355,0.138132,8.20E-02,9.19E-05,1.25E-01,0.133851,9.91E-02,2.00E-05,4.71E-05,0.17022,6.15E-05
2.21E-01,0.0466592,0.0417143,0.496442,1.40E-05,1.97E-05,0.12353,0.130584,3.21E-02,1.16E-06,4.69E-05,0.0471361
0.00578263,2.32E-02,0.000113674,4.34E-02,0.634096,2.27E-05,4.29E-03,1.07E-01,0.156239,0.0376909,7.10E-06,0.0450429
4.49E-05,1.33E-01,0.00559734,1.16E-02,0.0359322,1.47E-05,0.215225,1.06E-01,1.19E-01,0.0150452,0.0946213,0.120078
1.05E-01,0.113636,0.230424,4.09E-01,1.35E-04,0.12204,9.51E-06,7.03E-02,2.78E-05,0.0296802,0.00594132,0.0638061
1.14E-02,0.000544603,4.87E-01,0.0669937,3.17E-02,0.0400078,4.38E-02,1.45E-02,3.42E-02,0.0654961,0.0991099,5.52E-03
2.81E-02,0.116565,0.00106916,0.00850855,0.000162083,1.13E-05,1.04E-02,0.00175566,1.72E-05,3.23E-02,7.32E-05,6.94E-06
0.024949,4.57E-02,3.98E-06,0.0052292,1.33E-02,0.242077,0.00306484,0.0918569,0.192155,1.31E-01,4.45E-05,4.26E-05
0.220714,0.000261787,0.0325368,9.97E-02,0.122181,2.12E-05,5.46E-02,7.22E-06,1.20E-05,0.0793238,0.103745,0.0815154
1.72E-01,0.146792,0.125983,0.00342463,8.24E-02,0.135457,2.34E-06,2.01E-01,1.19E-01,5.98E-06,0.194184,0.067248
5.94E-05,4.73E-05,0.0058426,0.222882,1.29E-01,4.48E-05,2.05E-06,7.47E-06,0.0177596,0.741572,0.12815,1.09E-01
1.97E-02,4.71E-05,1.09E-02,0.114246,0.048709,2.83E-05,1.21E-05,0.176666,2.39E-05,5.90E-06,0.0553382,4.38E-05
2.48E-04,2.06E-03,2.85E-02,0.0149763,0.0947246,0.00534375,1.19E-01,1.60E-01,0.157047,1.05E-01,0.812572,2.49E-01
5.25E-05,4.02E-05,3.49E-02,9.66E-02,0.0645769,3.89E-02,4.61E-06,0.142368,3.86E-02,0.0631668,0.106867,0.0134398
3.07E-05,1.46E-01,2.14E-01,0.249806,1.01E-01,0.101905,3.39E-02,4.29E-06,0.0822807,1.97E-02,0.0679852,2.02E-01
3.68E-05,0.138866,0.244728,0.134531,1.19E-01,0.138084,9.26E-06,0.0921947,0.209575,1.24E-01,7.50E-05,0.0455861
4.16E-02,0.0860792,4.90E-02,3.94E-02,1.56E-01,0.132108,0.00499133,0.133251,0.10374,3.95E-01,6.39E-05,0.0791847
8.22E-02,0.0319237,0.236602,1.15E-01,0.109365,1.00E-05,0.0654642,1.12E-01,0.0453868,0.018577,0.0509994,1.65E-01
1.32E-01,0.0250621,5.48E-02,2.98E-05,0.0160342,0.0463928,0.0804503,0.017174,1.17E-05,6.54E-06,9.99E-05,2.08E-01
0.706928,1.25E-05,1.29E-01,1.73E-01,0.0373971,8.09E-02,0.112818,1.26E-01,0.919013,1.06E-01,4.52E-05,0.244982
0.248634,2.09E-05,2.23E-05,1.24E-05,1.15E-01,0.061919,0.0803721,2.67E-03,0.107052,0.0995179,0.181817,0.028131
1.91E-02,0.065927,0.23428,1.88E-02,2.75E-05,1.19E-01,2.58E-02,3.03E-01,4.02E-02,0.902971,0.0184561,0.1051
0.064644,3.71E-02,1.21E-01,3.78E-05,1.39E-01,2.39E-01,7.67E-06,0.0878601,3.51E-05,3.38E-02,0.169575,8.55E-06
0.0445368,1.32E-01,0.10385,1.70E-03,4.04E-02,4.01E-05,7.41E-05,0.136123,0.0360909,8.18E-05,0.0179708,2.14E-05
1.45E-01,3.23E-05,2.80E-05,1.25E-01,7.32E-02,4.54E-05,0.103376,1.39E-01,7.48E-06,2.50E-01,4.61E-02,0.175442
1.19E-02,0.167322,0.0410085,0.00411906,0.00775289,8.60E-06,1.57E-01,9.09E-06,1.41E-01,2.38E-05,1.77E-02,8.02E-02
0.141859,1.19E-05,1.14E-05,0.0671008,8.67E-02,1.74E-03,0.142667,0.118514,4.34E-02,1.08E-05,0.160696,0.0892758
1.10E-05,0.0145913,0.12488,0.056238,1.58E-01,0.0520351,9.02E-06,1.18E-01,1.84E-01,0.144804,3.75E-02,0.0472345
1.43E-01,0.0527996,8.66E-06,0.0251896,0.100564,1.70E-02,0.0166742,0.0764721,3.86E-02,0.00791799,0.037316,3.81E-05
7.26E-03,0.133181,3.96E-02,5.10E-01,1.14E-01,2.15E-02,0.0951963,7.05E-02,1.03E-05,0.00836576,0.00157844,5.32E-05
0.238428,8.49E-06,1.46E-02,0.0235427,3.20E-05,0.0415859,1.26E-05,7.38E-02,9.78E-05,9.41E-02,0.0832771,0.0663775
1.00E-02,1.19E-04,8.08E-06,0.0116422,6.90E-02,0.120984,0.0378871,2.04E-06,0.228856,3.98E-04,0.0096629,0.211565
5.07E-02,0.211215,0.0692251,0.0169552,2.47E-01,0.13549,0.00583681,0.0308195,1.58E-05,5.96E-02,0.0136139,1.83E-05
3.60E-05,6.28E-05,0.0271836,0.127993,6.96E-02,3.76E-05,5.98E-02,3.85E-06,0.486731,0.0390615,2.99E-03,2.07E-01
4.51E-05,4.07E-05,6.45E-06,0.061223,0.032604,2.47E-01,0.857237,6.05E-05,4.79E-01,0.0996942,7.34E-05,9.02E-02
7.59E-02,0.0172468,3.34E-05,1.06E-01,3.83E-02,1.16E-01,2.21E-05,1.23E-02,7.90E-01,0.10515,0.000211286,0.0437605
0.11684,0.0183588,6.94E-06,0.0784215,4.08E-02,0.0841099,0.105363,0.105276,0.0415596,2.50E-05,0.090877,0.00137907
0.197674,0.0640587,0.108535,0.0460655,1.70E-05,0.107901,3.32E-02,0.222732,0.0677857,7.37E-04,0.103288,2.54E-02
0.00413495,0.096522,9.73E-06,7.88E-06,0.244587,1.39E-01,0.00448381,0.112517,1.16E-01,2.13E-03,0.132363,2.76E-05
0.0969514,1.41E-05,3.18E-02,1.11E-05,7.99E-02,0.0927547,1.62E-01,4.51E-05,1.02E-02,3.04E-02,0.0753066,4.40E-05
2.22E-01,6.98E-02,2.27E-05,3.58E-02,6.01E-06,4.56E-06,2.26E-01,1.38E-06,0.523096,1.97E-05,0.189213,0.126337
0.091212,0.11456,0.134742,0.187308,0.131635,2.16E-05,4.02E-02,1.40E-01,0.10708,0.0160279,0.0741187,1.43E-01
1.26E-01,0.100657,2.22E-05,0.0800675,0.0329428,0.186291,4.36E-02,0.232442,1.59E-01,0.0183651,0.0396056,6.37E-06
2.64E-02,4.64E-02,2.33E-06,0.144367,7.41E-05,0.0986622,0.114138,9.54E-06,8.83E-06,0.0282058,7.19E-02,1.56E-02
9.24E-05,0.769214,4.55E-05,6.87E-02,7.99E-03,0.100848,0.190789,1.68E-05,0.139793,0.0233907,0.132184,2.00E-01
1.37E-02,4.44E-05,1.25E-01,0.0601586,6.42E-02,0.627793,0.0469726,0.130205,2.81E-05,0.875326,5.29E-05,0.122153
5.14E-02,3.35E-02,1.87E-01,0.123631,2.08E-01,0.484633,0.055973,0.0316962,1.98E-05,4.18E-02,0.0728122,0.0160473
4.37E-02,1.60E-01,7.02E-05,4.57E-05,0.0812248,1.32E-01,8.76E-02,1.94E-01,0.143342,1.45E-01,1.76E-02,8.36E-02
1.74E-01,0.127722,8.09E-06,0.0263202,1.27E-01,8.54E-05,0.122784,2.79E-06,1.61E-01,4.32E-02,0.3543,1.10E-01
2.56E-02,5.72E-02,0.0665234,0.00354912,1.39E-01,5.71E-05,3.02E-05,1.52E-01,0.188488,0.0210165,0.132056,0.0787938
0.0239263,3.49E-02,6.75E-02,4.70E-02,0.143517,0.409493,1.78E-06,0.159747,0.0642133,0.0578531,7.05E-02,0.0924712
2.10E-01,0.107377,0.0022874,0.110962,0.000218631,1.41E-02,2.13E-01,0.0724356,0.1011,1.09E-04,0.104538,0.0914003
0.0823271,8.74E-03,2.95E-02,0.183364,8.42E-05,2.21E-06,1.87E-02,4.94E-06,0.421136,1.29E-01,3.47E-05,8.57E-01
5.36E-02,0.0302345,2.64E-05,0.130895,3.75E-02,4.97E-02,0.0690229,1.42E-04,9.04E-01,1.15E-01,1.77E-02,0.107446
2.38E-03,0.0981243,3.91E-06,6.12E-01,0.000111142,1.37E-01,5.45E-04,0.092836,5.69E-03,1.40E-01,7.70E-06,0.235023
1.59E-01,0.185485,0.232635,0.0991083,1.04E-02,6.95E-02,2.21E-05,3.30E-05,0.00527395,5.97E-02,1.01E-01,1.32E-02
8.08E-02,8.11E-02,0.000188485,0.111009,1.03E-02,0.12542,2.88E-05,2.46E-01,0.0853183,1.56E-01,9.02E-05,2.26E-02
9.60E-02,4.35E-02,8.61E-02,0.0904658,1.16E-01,0.0310699,5.79E-02,0.0836205,0.0460585,3.81E-05,0.14958,0.137052
0.0176031,0.0318054,0.0409348,1.95E-05,0.0442582,1.92E-05,6.23E-02,1.12E-01,0.0365414,2.12E-01,0.238261,4.79E-05
5.54E-02,0.0371117,1.01E-01,4.42E-01,0.859784,0.182684,0.0137029,6.42E-03,8.42E-02,2.36E-01,0.100403,9.49E-05
3.78E-05,0.0302839,0.0525343,0.117715,1.04E-01,1.23E-02,0.166503,0.129799,1.09E-01,0.759808,2.42E-01,0.01289
3.28E-05,0.00526771,1.03E-05,2.18E-06,9.79E-02,0.0145505,0.16013,0.138241,0.236767,1.25E-05,0.0612159,0.0103764
0.245333,9.46E-02,1.60E-05,1.78E-05,1.97E-01,4.04E-02,0.135364,4.79E-02,0.0378163,2.91E-05,0.0254677,1.91E-01
0.121487,0.0902291,1.62E-05,1.76E-05,0.0433943,1.02E-02,2.50E-05,1.45E-01,0.131985,1.08E-01,0.052359,0.083021
1.25E-02,2.24E-01,0.0348134,1.27E-01,0.148496,0.119354,4.33E-01,0.0752299,2.04E-06,0.0474336,0.0384292,3.90E-03
0.700807,0.0937408,2.14E-01,7.83E-06,0.0731918,3.46E-02,4.95E-02,0.04273,1.27E-01,8.40E-06,5.90E-05,0.104434
0.000236193,5.53E-05,0.117911,0.123829,0.124768,0.199748,6.68E-06,0.117964,0.164296,8.94E-05,3.14E-05,0.00886092
4.46E-02,1.27E-01,0.14699,0.0331885,1.16E-01,0.102379,1.79E-01,0.081658,0.108485,7.41E-05,2.05E-05,2.66E-06
6.02E-05,0.0154262,5.67E-06,0.170555,1.87E-01,2.78E-05,0.0199934,0.25345,0.0556968,2.44E-06,2.76E-05,4.20E-05
9.01E-02,4.19E-02,1.05E-04,8.95E-02,0.0107688,9.47E-06,2.05E-01,0.000734124,3.76E-05,2.09E-02,0.0248978,1.39E-05
1.02E-01,0.0374131,1.74E-01,1.72E-02,0.0745535,8.62E-02,9.13E-03,1.19E-01,0.0534975,3.68E-05,0.0395459,0.103166
2.25E-01,0.36473,2.72E-05,3.98E-02,1.20E-05,1.57E-05,0.210338,0.133008,0.0374835,1.16E-02,7.11E-01,9.48E-05
0.997615,7.42E-02,2.21E-01,6.20E-06,0.0248754,2.36E-05,0.0461014,0.109844,0.000782074,0.000596889,7.23E-06,0.0537211
0.060007,0.0760372,9.58E-02,0.0729895,0.0319333,1.08E-01,3.97E-05,3.54E-02,0.19707,1.19E-05,0.141947,8.44E-02
8.72E-05,8.77E-02,0.0494348,2.57E-05,0.0414537,7.45E-02,8.12E-02,4.39E-02,0.471289,1.92E-02,0.00498874,0.0459817
6.41E-02,0.0973475,0.0882235,0.239805,0.410834,1.31E-01,0.12966,9.77E-06,0.00621481,0.0255348,0.10861,1.12E-01
1.23E-04,0.0973688,0.0487002,5.17E-06,7.13E-05,0.0705021,0.108522,0.135793,9.93E-03,0.174914,0.10981,2.43E-02
8.25E-03,9.30E-03,0.0394208,0.000100309,0.881421,1.56E-01,1.75E-05,1.71E-01,0.00467141,8.13E-06,0.195838,7.63E-04
3.14E-05,0.173595,0.104024,0.0499329,0.141975,2.45E-01,5.89E-02,0.214754,0.229111,0.0848232,1.30E-01,0.000150781
0.0896235,1.91E-05,0.0555631,2.73E-05,0.0165808,0.00980046,0.137064,0.106054,4.54E-06,7.42E-02,0.0538515,5.44E-05
1.88E-02,2.13E-01,2.08E-01,0.00273356,2.87E-05,3.46E-05,8.87E-06,1.19E-01,0.0312815,6.78E-02,0.125228,4.41E-01
0.0134675,0.120185,0.115966,1.56E-01,0.00277811,0.115739,6.57E-02,4.03E-02,0.126138,1.08E-01,0.0166015,0.0502978
0.125419,3.98E-01,1.64E-02,0.156118,3.41E-05,0.109324,9.43E-02,1.63E-02,0.0840223,0.119699,0.220302,5.08E-02
0.0337714,6.94E-06,1.03E-05,6.00E-06,1.44E-05,0.127811,3.96E-02,1.32E-01,4.85E-05,1.27E-01,5.36E-02,9.34E-02
1.19E-01,1.47E-02,1.08E-01,7.26E-02,0.0115136,0.110552,2.79E-05,0.0912781,0.214847,0.0677246,5.60E-06,0.0307379
2.01E-05,4.10E-02,0.0594172,0.131506,0.214234,6.49E-02,1.12E-02,0.180116,0.188139,7.98E-05,0.216701,3.72E-05
0.104065,0.238992,0.092234,1.32E-01,0.109725,0.0703231,4.21E-02,0.247651,9.84E-02,0.0755306,4.43E-02,2.01E-05
4.36E-05,0.0602608,7.52E-05,0.133043,3.90E-05,0.168088,0.177888,3.31E-02,2.73E-05,9.14E-02,0.0459248,2.68E-05
1.29E-01,3.13E-04,0.126464,0.090596,1.10E-05,0.10167,3.50E-06,0.0252833,0.237872,0.0617604,7.63E-02,1.36E-01
3.52E-02,2.73E-02,0.014658,0.399535,1.71E-05,0.946668,4.56E-02,8.37E-02,2.18E-05,5.37E-02,0.0190608,1.01E-01
0.0257109,4.09E-02,1.62E-01,0.0028791,0.0155367,9.25E-06,0.116197,8.59E-06,4.09E-02,0.131625,0.0761426,0.0422866
0.136638,9.25E-06,0.233993,1.72E-01,3.01E-05,5.66E-05,1.09E-01,1.01E-05,0.0327489,0.0326454,1.40E-04,0.100076
0.0398373,2.15E-05,0.000132257,2.97E-02,1.45E-01,0.0457253,7.75E-02,2.07E-02,1.44E-05,0.0369116,2.21E-01,1.26E-01
8.50E-01,0.0793916,0.0137477,1.95E-01,1.25E-01,1.00E-05,1.41E-01,1.08E-06,0.101314,1.16E-01,0.0469319,0.0274411
7.17E-01,1.43E-01,0.0637139,0.104269,0.0309205,0.00674135,0.0762794,0.411639,0.110198,6.69E-06,0.0899638,6.10E-01
1.01E-01,0.1149,0.037249,0.0530385,7.25E-06,0.000185015,0.00794032,1.16E-01,1.33E-01,7.07E-06,8.21E-05,2.29E-01
4.98E-02,2.36E-02,9.01E-02,0.0808899,2.24E-05,0.159985,2.69E-02,4.16E-05,1.93E-05,0.0642986,0.08891,2.73E-05
7.92E-06,2.59E-02,0.201565,0.159026,0.622063,0.190069,8.67E-02,0.034263,0.122636,7.59E-02,3.82E-05,0.111302
0.00503503,0.142161,0.0745383,0.263386,2.04E-05,0.0451567,3.40E-02,0.112168,0.116727,1.73E-05,9.04E-02,0.0365939
1.17E-01,1.07E-01,0.134004,1.23E-01,0.0958777,0.0485481,0.0196882,0.0611825,2.78E-02,0.023898,0.183116,0.0466553
2.10E-02,2.35E-02,0.170863,8.26E-02,0.135876,9.58E-01,1.25E-05,4.54E-01,0.130372,1.66E-01,0.0922194,2.11E-01
2.29E-01,4.86E-02,3.09E-05,0.0816763,1.43E-02,6.67E-02,2.30E-01,9.71E-02,1.67E-05,1.17E-04,0.00915533,0.0752776
0.0956795,0.0606044,0.016978,0.13581,0.0702728,0.0262502,0.172086,0.125167,0.117099,0.141427,8.65E-02,4.47E-02
5.12E-05,0.0548853,0.0933804,0.0290617,7.96E-05,1.15E-05,6.27E-01,0.111253,0.140753,0.0686577,7.02E-03,0.135932
2.18E-01,0.123432,0.0552543,0.154681,0.228947,0.0730028,3.57E-05,2.24E-05,0.23622,4.47E-05,0.0418109,0.0350059
0.0346155,3.52E-05,2.24E-05,6.32E-05,8.17E-02,0.0955134,0.0301227,6.28E-05,1.37E-01,2.57E-05,1.18E-01,0.130045
0.103451,3.44E-05,3.35E-05,1.77E-01,0.407559,1.18E-01,1.34E-01,0.51439,4.47E-04,0.127048,0.102703,0.0363749
1.17E-01,4.42E-05,0.0980444,0.130115,4.94E-02,0.0933843,0.00910208,0.150714,0.567169,5.62E-02,6.74E-05,3.69E-05
4.54E-02,0.0208272,0.129934,0.00094984,4.26E-02,2.96E-02,0.761429,2.10E-01,2.70E-02,4.07E-02,0.219063,1.79E-01
1.42E-01,0.93848,3.04E-02,1.11E-01,3.12E-05,0.111957,0.0527129,0.11943,0.0629736,3.30E-05,0.20619,0.141021
1.18E-04,0.0283626,4.77E-05,0.0610132,1.19E-01,1.30E-01,9.51E-02,1.07E-01,2.09E-05,2.87E-02,0.0289079,0.0389785
4.40E-02,1.12E-01,2.88E-05,0.0618337,0.0315611,0.0973758,0.0598467,1.43E-01,1.40E-01,0.153136,0.00685976,0.0691848
3.05E-02,0.130186,1.71E-05,1.34E-05,0.130033,2.36E-01,1.34E-05,0.0409836,0.0353491,8.75E-02,0.0535522,0.0638596
4.82E-02,8.45E-01,4.93E-05,0.0475694,0.146461,0.102502,0.0740116,0.0576805,2.16E-02,8.47E-02,9.51E-02,8.52E-05
1.34E-01,1.88E-02,5.58E-06,0.133688,0.37833,0.0443593,0.220524,4.02E-06,2.21E-01,9.91E-06,6.35E-05,1.14E-01
1.10E-01,0.224,4.38E-05,6.24E-02,0.0414013,0.0586092,0.0608834,1.96E-01,1.59E-01,1.66E-05,4.76E-02,8.96E-02
2.33E-05,0.0803051,2.54E-02,0.0113974,8.54E-01,3.34E-05,1.20E-05,1.33E-02,8.71E-02,8.08E-03,0.0563443,1.76E-04
9.03E-02,5.05E-02,0.0398828,5.72E-01,5.27E-02,1.00E-01,8.33E-02,7.25E-06,7.79E-02,1.17E-05,8.09E-01,0.0581773
1.22E-01,0.0914283,1.72E-01,2.02E-01,0.153312,0.276019,0.0303665,1.20E-05,7.90E-06,1.11E-05,1.76E-01,0.0701239
0.0337354,0.205305,3.53E-05,0.00423847,0.0479218,1.38E-05,2.97E-05,0.0732889,0.13831,0.121458,2.72E-01,3.28E-01
3.24E-05,0.0251779,6.91E-06,1.13E-02,7.29E-02,6.22E-02,7.36E-05,1.20E-01,1.56E-05,1.02E-05,4.16E-02,0.0438645
0.142602,7.64E-05,3.83E-02,9.24E-06,0.116386,0.0899211,4.34E-06,3.81E-05,0.0205449,5.02E-05,0.203268,0.0120676
0.128772,1.45E-01,0.103304,0.16348,6.11E-02,0.0787069,0.0687908,0.115944,1.93E-01,1.74E-05,3.74E-01,0.145112
1.87E-04,1.31E-02,2.95E-03,2.41E-01,0.0324246,0.115219,1.84E-02,5.25E-02,0.248592,1.26E-05,1.28E-01,0.0295815
2.94E-02,0.0877118,0.040097,0.00333656,7.72E-06,0.0030815,5.43E-02,0.127393,6.56E-02,0.10579,0.206947,5.32E-02
2.79E-02,2.86E-05,4.56E-05,0.0688096,0.0978704,0.0930475,0.0428276,0.158486,0.0944594,4.09E-03,9.79E-02,0.000115254
4.31E-02,0.195627,5.71E-02,9.56E-05,1.25E-01,0.0172952,0.215284,2.10E-05,0.137723,1.02E-01,3.41E-04,0.00313657
5.18E-02,6.91E-05,2.06E-05,3.72E-05,0.0992463,0.245618,0.167365,0.211257,6.42E-02,1.18E-01,0.112292,0.152657
1.31E-01,0.0862064,3.52E-05,0.00539575,1.16E-02,1.11E-01,0.0977873,0.666877,0.192298,0.0804393,0.208907,2.21E-02
4.68E-02,6.85E-02,0.140998,0.00630713,0.24679,0.113159,4.66E-05,0.0391531,1.28E-05,1.27E-01,0.0731714,7.81E-03
0.163671,2.45E-02,1.52E-01,8.17E-02,6.94E-05,0.0685379,2.01E-01,0.204219,0.0310555,9.87E-02,0.136363,0.243268
9.57E-02,0.000159935,0.0996742,0.0465234,0.025214,5.94E-06,0.159405,0.018845,5.14E-05,1.79E-01,5.12E-05,0.100049
8.71E-02,0.12729,5.67E-05,0.128024,4.56E-02,6.95E-02,0.0970479,8.78E-05,9.77E-02,0.105545,1.42E-01,0.0545833
1.86E-02,1.94E-05,0.16458,1.51E-06,0.0562808,8.90E-02,4.56E-02,0.154002,0.114122,0.137572,0.108037,1.58E-05
1.04E-01,0.0241256,0.173786,0.109913,2.72E-05,4.20E-06,1.48E-02,0.0220141,0.0309745,0.101579,0.0426522,1.04E-03
1.96E-02,0.0261689,1.83E-01,0.0829718,4.14E-05,1.62E-02,3.06E-05,0.167526,1.24E-01,0.130227,0.0154906,0.0284777
0.157323,0.606568,0.0608946,0.0669214,4.04E-05,0.19689,0.123519,4.70E-06,0.00442546,9.83E-02,1.67E-04,0.107078
3.19E-05,0.673111,1.45E-02,0.00632357,0.0653671,0.00150361,2.45E-02,0.0301359,2.24E-05,1.09E-05,0.013205,0.121736
1.05E-01,0.0559578,0.0246224,6.90E-06,0.0430372,9.05E-05,0.163574,5.78E-02,3.31E-05,2.03E-05,0.0894727,4.03E-02
6.36E-02,4.07E-02,0.117906,1.17E-01,1.90E-01,0.0649667,7.19E-02,0.178319,2.96E-05,1.31E-01,7.08E-05,0.212388
2.66E-02,1.33E-01,0.0813607,0.0455309,0.188996,0.128151,1.62E-01,2.24E-05,4.69E-04,1.90E-01,4.69E-05,2.44E-02
0.0931793,0.0237438,1.43E-05,0.0265358,0.00386492,5.80E-02,5.77E-06,1.57E-05,0.107117,7.84E-01,0.000361455,2.09E-02
5.49E-05,1.48E-01,7.17E-02,1.63E-02,5.52E-06,7.39E-02,5.41E-05,3.50E-02,1.94E-05,0.13193,1.72E-01,0.0510876
0.0456156,0.0959292,0.0931892,2.71E-06,0.00332813,0.026106,6.86E-06,5.73E-02,0.0532129,2.55E-05,2.29E-01,0.0749488
1.22E-01,3.91E-02,9.27E-01,7.58E-02,0.00723029,2.38E-01,0.0980716,0.0990944,5.65E-02,0.0501171,8.08E-06,0.374559
6.36E-03,8.07E-05,1.39E-01,0.0438647,9.52E-06,0.115249,5.91E-06,0.0508046,1.02824,0.328591,9.43E-02,0.0291911
2.45E-02,0.0567733,4.11E-05,7.79E-06,1.12E-01,1.15E-04,0.11388,1.07E-01,0.159323,6.06E-02,1.58E-04,0.0338587
1.60E-02,9.44E-05,0.202723,0.0115741,6.11E-02,6.23E-06,9.97E-02,6.20E-02,0.0518084,0.17911,0.128637,2.45E-05
0.101891,0.181151,0.0599726,0.241314,5.99E-02,4.07E-05,0.0321467,3.72E-06,3.45E-06,9.61E-02,5.78E-02,5.42E-05
3.86E-02,2.98E-02,0.0251055,1.05E-01,8.52E-06,0.0279975,4.82E-05,0.597182,0.142729,0.22536,0.086826,0.0222653
2.15E-01,0.0501788,0.0113173,0.336827,0.121428,2.79E-02,0.576711,0.00235641,0.0200094,0.744635,5.30E-05,0.217925
4.27E-05,9.58E-05,0.0440422,9.54E-02,1.42E-05,2.68E-02,1.04E-02,8.22E-02,0.103085,1.18E-01,0.146627,3.20E-05
0.169569,7.41E-05,1.44E-05,5.13E-05,1.85E-01,0.0577133,1.08E-01,2.46E-06,9.22E-02,1.01E-05,0.12701,0.0120924
0.229707,2.08E-05,6.11E-05,0.0376689,8.90E-02,0.125802,4.66E-06,0.000109418,2.16E-02,0.0855178,0.0399769,1.83E-02
7.19E-05,0.0454705,1.70E-05,7.02E-05,8.35E-02,0.0534347,7.41E-02,8.50E-02,0.190839,5.94E-05,0.0948965,9.08E-06
9.59E-05,3.35E-05,1.03E-01,2.45E-05,0.0749419,4.34E-02,1.66E-05,0.0855141,0.0961385,8.80E-02,0.000235521,4.71E-05
0.044898,1.33E-05,0.0834677,1.91E-02,0.114136,3.72E-01,0.0402381,1.41E-01,0.0437241,6.33E-06,1.15E-05,0.103653
0.000189287,0.0235029,1.47E-01,0.110945,1.34E-05,6.53E-06,1.01E-06,1.67E-05,9.68E-07,5.44E-05,0.00793786,1.30E-01
1.26E-01,7.52E-06,5.25E-02,0.000155686,0.019217,0.130229,2.90E-06,7.04E-05,0.251446,0.0493983,0.0369349,6.55E-02
3.79E-05,5.60E-02,1.29E-01,0.00353534,4.65E-01,0.0382661,4.91E-03,8.35E-06,1.21E-05,1.04E-01,8.91E-02,0.0655961
2.14E-01,0.106419,1.51E-02,0.00946773,0.139976,0.015358,0.100864,0.120597,2.41E-05,0.101807,1.07E-04,1.82E-05
7.97E-02,1.50E-05,0.20114,6.44E-05,1.73E-01,0.143037,0.862337,0.0969318,0.169566,1.23E-01,4.07E-05,3.36E-02
