"","October","November","December","January","February","March","April","May","June","July","August","September"
"1857",72680.2879058642,124855.482568096,111937.436497765,207974.858073653,313951.371214965,138122.285792884,144834.444962518,143667.080074898,169630.07473564,170820.631916589,159881.654999023,98600.5227286364
"1858",101937.734192398,118958.507377288,120217.13023756,128968.208855877,102506.175862488,87646.3763395536,118555.987843783,71816.2412046412,78620.4674591974,49531.4399876666,97093.4995076214,119791.206974147
"1859",159056.559069393,166858.54830741,359630.161553311,93032.7238065454,174273.84140269,306995.590943248,82637.1728693587,36944.4921320998,203749.15338662,183861.154353209,139637.951954108,131056.932313158
"1860",74730.1223715396,90916.7994275213,87187.0463185331,118645.454234488,109469.094508233,121364.446680283,63570.1948606143,59109.4017394536,144056.883792877,91610.740633077,42886.7160844358,143947.592351262
"1861",491287.796147276,394394.243309727,708543.763364146,972452.173553144,702586.690061191,311675.97518245,450923.360378167,491370.319010527,305711.982900403,298645.254725393,402003.016475298,442968.032714276
"1862",1192594.15204145,1070393.11394089,971306.228216873,1151313.70755065,697169.310122895,766640.59453762,844620.673963647,864707.675811052,958931.393954338,1273939.15536198,1053698.20461581,965207.053351527
"1863",956029.810001197,857001.39728753,865685.295434064,1025045.26953936,1229872.82347356,1056157.9989007,1037378.45627077,1320014.99749862,1220187.01830152,1441975.19861872,959741.300842662,893712.965116468
"1864",1101638.92599529,1044036.45061196,1192036.63546043,1064218.09327947,923257.439510244,933523.136468118,916312.978365681,1306086.23880745,968815.880392858,918193.497650779,964728.874788794,1009121.96339051
"1865",687068.631215686,639864.663159262,793808.008071233,794999.45582503,789079.250646583,813729.218818984,770196.041067014,888152.592006104,656988.060576945,818092.488464856,927705.790021928,794604.728071981
"1866",373271.904661719,402068.873603204,500299.688142662,296442.307357933,398576.774255571,494630.237894728,549959.130603507,466701.573833779,488069.521615583,502103.277312224,348882.770846606,316333.108798931
"1867",387153.74759081,272695.749732202,414249.652724582,287142.188705558,235486.774104749,378287.541284962,199284.985866374,259989.5016658,320776.61559087,382291.217664908,310691.582713125,302972.959985782
"1868",159201.004832867,197395.7064557,150645.16550834,181759.935820224,327156.612822152,178796.509194896,105491.728896471,238690.027662777,181375.50891129,198042.977880675,184169.199007812,226939.951207499
"1869",102840.468653672,119676.04760241,126010.868271466,111446.611585195,132638.581248886,94981.9852537233,163687.574174654,122413.650919609,167312.943180889,143970.997983112,153841.939583064,210450.650635143
"1870",28176.0674183588,66732.100898947,54429.6467432689,115768.366739135,105245.800463965,93206.191645287,63091.6418261074,100160.384428695,142672.186509634,72137.7966069405,85914.7521986887,84717.2491940965
"1871",223976.358990236,163453.192441381,93817.1518811165,197222.633748066,299816.090358991,129437.807092013,184851.652596736,102570.166488764,100874.355039838,103281.758629364,121516.771827323,109139.515095114
"1872",72299.1170073952,83750.9615590283,105367.461350404,61913.2503020792,124663.23440264,109830.044814893,107856.919287586,85465.413053681,119635.608984684,155457.718311795,70516.8115505148,87566.3461662952
"1873",224679.83159751,299421.869369076,212537.302716263,515186.63139088,439332.055972921,431976.540612707,239404.825412519,249428.397343486,334856.954772001,807210.598715182,356535.030395661,660460.277706836
"1874",673530.174211077,977905.843081615,931468.503846346,1254322.8893837,761012.841247234,718435.594209867,668850.695873639,739598.192547369,1012247.74010298,1090005.1300719,773832.54265187,849990.747816104
"1875",1235473.77415053,977986.589235219,621575.82169325,781995.370130729,1122776.61177676,991067.001383558,940392.745187105,967500.512291917,1652565.07542514,793740.953707323,883001.618146238,813786.987005889
"1876",1362128.43669305,1286432.4984858,807711.682265799,1084426.04102138,841651.246229556,692704.199577446,1204684.86597122,1333437.2387318,581371.264106272,1003228.45481696,1043019.3032273,885199.674968416
"1877",674458.936269287,628191.47349567,672115.940812692,797411.31282095,837331.362145355,605210.5443062,741217.649556195,757015.094266524,897170.587886379,945641.906459672,726406.517820714,775593.660719641
"1878",391963.51222349,490761.936821425,458152.641500991,425658.719039381,395365.669305895,252959.981896463,303613.723592563,407213.674022127,482923.275714186,415605.424536607,421006.26102702,325523.390731253
"1879",357977.435640209,355767.802694887,323027.170438553,308279.8287411,187669.540570966,316432.933974149,455064.55718609,285157.852354847,411017.853025246,295434.035730166,167231.18713011,248450.208815391
"1880",249023.151184254,207812.243664885,259044.497801059,225878.261706291,131506.08408925,173721.153319479,227630.768932892,212447.30724755,203917.17338957,154669.149137525,146544.210033261,182138.541788387
"1881",75749.3732297786,128145.469235936,128268.785263817,179653.589237673,139998.505173242,107613.158875723,115556.273617365,138912.06648445,94366.6284799845,210269.901939509,82353.023783903,139998.817333679
"1882",97010.2798641194,80207.856793281,107580.392077735,54972.906923803,76310.3112574512,93017.8694169047,102049.819827426,96224.4294040681,84581.451792561,95776.014807156,61314.3591528459,111694.104018407
"1883",141475.463061018,283227.761929691,83001.2642653399,101096.777716924,234808.453307451,237799.021683358,89835.0637402018,120607.389474122,83219.0324428878,244959.732100662,233223.880942508,134732.578759158
"1884",133681.601161927,87361.7223713417,77219.7224621027,83711.2731027437,116757.092629583,71865.2450208943,81158.2461736975,54160.730828417,114139.773211138,70838.0251245832,127801.556248652,95259.9175269417
"1885",272387.045408629,431722.266145619,676937.870989694,394364.916969093,368526.814187641,251884.797737281,360833.170765021,208509.108440407,736155.360996485,205677.228398926,856989.262451865,1055541.00857361
"1886",829865.078526478,884068.547776332,1046609.50472776,927963.429949058,720018.649164485,711520.383547325,1009897.38204311,726392.695559332,907719.339428725,1186939.84802652,886740.021011309,907008.178411653
"1887",823374.497930568,880255.778214734,1023168.45455447,1105712.8807392,682080.159550642,1037804.2569662,1187499.26484113,673087.607510397,880745.226941316,982363.876583715,1304522.27368804,980878.830437651
"1888",956399.948802797,1100573.68321124,692402.096800725,1215634.83458439,984592.282213744,910612.623291205,989619.452691604,666865.350904212,926224.67784846,955010.787331174,748950.787540154,1155519.66552065
"1889",994439.84210603,875786.843303313,872163.429743953,655625.165749992,753198.056680674,725636.003725457,749553.527350081,840754.891496766,717136.291126016,990954.212590727,832464.278306641,769684.569406121
"1890",416960.85146063,319476.086649276,474667.632335081,338903.390577518,367485.677561597,410378.061534643,597584.148106645,361067.797955844,589974.476340575,496865.15185833,422833.759157578,587268.116926089
"1891",275469.313037474,249492.214815557,262391.346629345,278140.60566127,298075.096057584,226382.037721969,272236.922210189,421254.69916804,287484.708525652,320732.303695896,286477.296603773,310351.552833254
"1892",220477.622821724,188297.630867556,203053.45518514,176449.828787492,226481.462367815,250799.729781827,211707.934632688,169457.91178574,263629.369917302,198465.551610238,168371.769374541,261826.821450059
"1893",201877.238518246,203819.75749047,240244.200097984,153334.791158894,194500.930070474,158157.368466198,115627.555419349,190362.043618148,105460.08015486,124695.714585739,193116.513062357,115144.284054487
"1894",88431.9677215587,93689.0913599414,112998.742524303,81266.7376121762,69052.9773094673,60309.0167540818,60125.6854980085,81539.836287622,71299.4218605726,82851.0656494205,68735.0456603752,76266.2478095835
"1895",104092.595689718,168718.255107393,169952.378898215,209597.548811605,114670.365554552,219889.182342494,110534.032768973,525328.99901737,99146.0029135933,228330.270150152,142742.876200343,192717.901496732
"1896",68294.7284046953,146024.068176001,137956.735794196,19151.6889894682,88268.7772885478,83738.2077606157,153200.170903299,64519.1903177975,113166.153887944,99264.1667248037,179134.119682652,104392.299987984
"1897",582562.591589777,539532.545212607,220916.587979172,366048.169514155,244460.637979958,528563.144218197,730667.143605424,579125.438633688,215443.530070164,682879.739806144,315528.161025249,232367.435060127
"1898",1242370.33592427,1060742.31025845,1146753.6512175,776154.602818276,681492.83493977,762163.349167282,1075376.24092525,865180.627377393,904453.533705823,1156020.10266169,1239432.47383947,783151.076123769
"1899",1013816.37377256,608901.288151032,1303900.3833633,1014993.79084284,1215049.32180247,1163552.63455711,936955.567248701,902951.073491027,822551.814916004,852719.650724458,1109620.71231985,770993.900070799
"1900",1146022.02157162,986271.393038965,867399.569561412,835023.789937402,1299109.22203235,846036.097034841,1006981.65253739,749946.43075762,1384826.27149383,1004937.90245199,828298.47804951,872170.967087834
"1901",782259.678374428,701898.271838898,728984.929850529,618408.075617623,1100707.60831647,938640.516252216,818314.977436771,858819.325421974,861080.492116065,683936.232501232,696472.777992055,1019199.76573622
"1902",394441.921716068,482352.891029976,398415.474462985,383495.713450056,332829.767046912,514993.702158897,481411.049921974,505741.066566313,320102.72377347,514344.972953501,392741.127976782,493411.409909099
"1903",187736.233579258,300808.086409838,250309.375709979,248470.865480632,371255.691129379,257829.895764247,301889.100351395,354515.464835156,298794.281896929,280143.935224505,335194.622594904,197355.781951163
"1904",174795.467385516,178592.286949436,163726.91944762,333079.095883389,241003.689336995,145271.484001715,125498.652810738,207538.016382659,225293.268047606,158772.510930032,253401.025661036,166243.079397162
"1905",116427.65999295,139583.638794884,135727.861487798,111314.115455037,151043.118730752,110294.14608175,141721.011203102,177033.956588802,184187.356072514,118753.007180457,150892.717800147,83072.5945489428
"1906",113587.134042272,88031.4048817081,73253.243044257,110331.364326508,71121.2449341272,72505.1689623511,102728.116522435,76097.0296941712,94088.8398551173,73987.4047041117,76191.8267522368,102642.66900134
"1907",244358.929853131,152612.621867399,145844.365814589,154859.186266528,105056.358217416,190193.648144724,172336.153935386,72919.9970796284,226136.209701755,238773.39176909,117837.484461351,259152.309301262
"1908",82417.5185107528,130191.901612742,77558.5251781469,71157.1998626218,78714.3797345731,73205.215245292,112135.045131475,89061.6898446758,64662.3669358064,167434.488012486,162366.040768727,97482.7725925517
"1909",149704.742991812,338746.804481967,638216.653692196,583425.006711437,400398.851220982,230097.844811046,447650.190352101,783854.482564544,161369.889743136,426138.813184557,365897.627287102,519520.004937086
"1910",537210.858092603,1263302.59590441,1261511.58627235,1092679.40514505,1245354.98682713,850394.539002782,640058.069964629,550013.118579564,700372.326516484,1164183.42586668,688433.912774584,599806.741063839
"1911",1698131.52627849,1129959.40696788,1350831.05945189,613375.856078092,1039920.49423179,1341247.70246865,891493.502451347,782687.385171474,832941.581774654,1026603.37319973,1228478.21874858,1109635.79133637
"1912",1000212.11787775,759644.740244615,1199655.55236884,642885.168587711,1133032.78196452,956114.338795665,1358915.72406515,797975.665447073,1146994.38376743,1036237.85950113,1146943.58456839,983808.290088728
"1913",864574.947678419,656481.263285862,572916.948758784,605023.858630608,759220.817404293,900778.147310299,749215.905968908,691909.304122158,806335.6138958,518793.218953538,1171520.12720295,692907.411936811
"1914",283878.186717913,364084.647408201,435396.431541503,489204.90131736,294346.666525009,534473.3333757,428403.951462302,580018.725959849,580971.282636469,354535.540023492,411703.75920749,481851.286910949
"1915",253269.683459096,325073.781467024,371444.711802687,204232.63170466,334072.704464085,431441.066976213,253124.778519686,306496.406706166,199593.617731974,251472.047099741,324817.612667692,300245.332421048
"1916",212888.880439631,186038.355142618,177590.019790957,307140.739233411,211017.338375204,185518.169305665,222816.001971211,175582.030879808,156513.861488686,228318.455300735,202434.46224396,165251.445023364
"1917",148754.433818209,122543.427875504,235120.817811264,151111.741299622,95417.2964307761,209738.007472497,108314.980171252,147647.695287019,103606.452301999,148142.412015902,103546.466830846,134190.52855508
"1918",80427.1835885651,80691.4782417199,79653.47548233,99105.0448381836,73119.9370310887,56893.7561887212,65455.7571426279,76001.255048529,79317.6393852489,105344.38868312,111401.599818188,59785.9576102955
"1919",261804.994141613,181944.445064784,128721.877756945,76653.6882470867,115823.544244468,205232.334697736,143134.095923654,194912.974313414,162402.584896194,82334.5578236448,147716.505583955,71257.2437829517
"1920",108443.115143273,50855.3179947406,60723.8427169058,105421.877538122,87465.6563133201,87790.8940315754,71314.7108005246,44792.3136418187,87917.7572448737,81249.4883173453,144088.245410012,158524.146210058
"1921",595037.538498631,803565.075703377,231656.563005484,770950.884043585,770031.29873793,211703.224028728,721705.345196585,403735.909837459,311858.87524196,393515.628401771,300024.653441356,332268.208646346
"1922",677935.993902673,946004.882368619,1019397.1195492,899733.635587109,803789.271281024,1387282.27015925,1071966.16993807,793111.262466923,953257.498569139,704416.944787004,821906.239812385,1007087.29873801
"1923",1378633.60858293,1338078.87227291,1073415.53836228,958747.361466895,780227.371003384,1079179.96365347,1182930.89196144,1152896.38086751,1238737.93570025,1207366.41619462,1471582.45519998,1211046.22385091
"1924",1192341.38099351,1521771.24581927,1039080.11292217,1137458.06289785,1083998.41488341,1007387.43777535,1366885.85432222,1073960.77510271,844376.542015927,878811.792724564,1122063.61714211,869563.219711385
"1925",599528.25225137,617490.634630693,750677.07021981,939535.251442422,745807.580990621,750148.448688783,802375.846366215,681606.800552048,866736.391759339,576401.54324764,925882.902427911,754307.020618704
"1926",481434.14485815,476192.145464652,396727.350348418,355740.932755004,415742.351946983,314318.757079469,344156.943274737,438965.384122469,306651.783912863,547562.277930026,366483.344113476,423105.900195415
"1927",238988.408620724,244999.668098831,371698.598056407,311971.496913721,302223.901037666,186534.036334472,355863.189438616,218225.301189191,188097.199398557,254463.002063752,176779.198781108,259728.123697767
"1928",141721.95281071,202222.962929711,196095.407803516,187343.870103912,147084.311157175,201613.71753036,159090.817639066,186186.186618708,228847.794458282,181710.185900378,196832.907955841,159596.809667415
"1929",253894.21869141,83543.6690197055,157694.799426614,195373.259160084,114198.505440783,106935.016902414,102552.310353492,99117.28621302,240659.892043349,101321.947435152,109857.316090192,149746.826862455
"1930",155100.689782255,50752.5590282006,75845.7707123905,43621.9246800925,78513.3262606086,73642.4065926539,94576.4002294017,55602.6662527421,51023.4038097684,153894.083130299,79328.6420848696,74934.0747314268
"1931",114376.23267953,144281.354932146,206918.309678501,99104.2873182943,190103.624493331,92370.0366205794,85472.7501650308,98585.4216308861,162094.319987741,69506.9104898487,182815.113286889,99981.9301408895
"1932",53994.9236018157,102609.232873791,107601.598913653,105519.290470997,44456.1530139165,134013.380282867,78048.3526366594,91864.3195798154,92653.377902951,181691.217595574,124256.777352436,175935.26332714
"1933",504071.290304511,381773.752027259,238583.516702536,447108.655694703,466888.627564738,672568.262245444,493471.683440348,409268.165571532,387282.216926772,144459.462006783,473417.811242813,607456.929726275
"1934",1161972.67931222,1173211.91860929,884353.852747706,1120093.6098058,814910.169093935,1148816.35036731,709172.659382499,1001445.70510973,693697.309011084,1118005.80458929,674015.618288642,925993.731637487
"1935",1258673.90162716,1146221.48260295,509183.925098614,1089650.37473993,1107288.39901695,1111907.89028687,908698.418612979,874468.847514423,974745.597270063,1282968.38069636,1101764.7604765,870513.161992306
"1936",879864.423491133,1006230.64812795,861723.99329116,801097.649085556,941245.815486737,958482.357646491,1064438.0795195,719439.044488618,836828.885695691,1051263.61095582,863259.663707482,980272.005989425
"1937",689097.124975448,750408.084248623,636824.132691415,680150.05813226,751755.335339066,914789.483190058,885547.053181226,729847.555296192,571440.106404795,1071306.68776899,806922.753882171,754942.267440012
"1938",297865.242288569,332396.739534476,531058.13946968,514030.122957741,376034.315895726,346816.553472758,333067.778419351,387801.389289692,418808.52264425,421379.182467357,346622.058815337,361777.194895455
"1939",336616.659818961,251378.324476362,354006.494610817,223186.302653621,287126.559113608,227424.703951327,318580.136238492,381298.44597432,252989.130809658,283098.476838461,309819.559562677,221016.210670355
"1940",147872.365601439,141365.533875136,177029.221822285,184401.565805598,200890.425152909,104610.645534327,160778.117633741,116514.868601602,193373.90852909,383473.744656117,210236.35109708,135503.080416584
"1941",188013.880051779,133732.683274611,112639.444633821,106692.377147408,136464.438742018,166350.48974528,129672.602811484,178064.490784496,121247.025589127,146166.878914727,151605.364890204,116531.579256098
"1942",90215.8385117993,103147.490767,88828.749428107,156545.565383358,87602.0423827715,76376.549108077,66754.2282261322,66955.0869043291,95176.909216292,126019.911166375,62223.7087564797,59437.4407962504
"1943",339821.373077,113085.444981067,79021.7889579586,89192.3349738691,127628.280633029,152123.00011177,360471.579229642,109577.364272467,300018.172598907,98159.1944057029,90683.0446611234,160268.277025759
"1944",167264.981487468,98788.6529434674,101526.091308339,89078.4532656917,124675.850791718,45158.1784481271,93194.0317752924,75721.4280150544,150948.198477406,96195.1958164761,58014.5850412163,98368.4093132092
"1945",333375.398991193,524612.986123627,596032.327542584,242163.423420959,786495.106625774,223819.807690649,447156.854314381,382221.559849731,584652.786613638,288696.076425357,418144.52795906,484640.442438861
"1946",702082.705772116,921729.33683004,657263.381347364,936723.463261704,1141230.20045121,861712.139186167,946050.389932323,665662.214547827,869306.178291045,928342.83725909,877026.087638937,742423.310824976
"1947",929002.7425516,1290717.32486485,945849.962018391,1144232.55119218,965205.883595209,776853.629359832,1146606.78854336,1936736.46939806,745117.954790131,777886.549285268,931213.995449648,955108.712738219
"1948",1155227.49833837,917752.392732946,987720.309371632,884659.748035914,1082894.70068101,1250227.60947158,917791.537265439,884318.804184704,932346.426294213,776037.549693064,1020166.1596986,945126.898980096
"1949",750731.556435347,712277.619543922,885386.020440144,870348.330258261,652391.493736181,636699.968326155,711550.423725744,617519.333543305,877597.785835842,816449.482909724,1315174.14688566,520379.749571294
"1950",288418.201993537,517890.691871877,466027.256844863,468157.774180469,410483.762797582,404166.296507203,401534.563955666,328599.907849283,359955.383898513,493743.793484524,393916.5811214,570858.511676344
"1951",309994.976491927,278822.447051409,303614.105495298,296138.312967763,307050.087601975,239278.166972846,270840.446398903,379809.026421673,280687.030481398,356948.330139815,357923.424423921,368857.908067837
"1952",199018.746335839,208937.448781819,327635.04226909,214175.457555081,257429.799320337,186900.682331684,286005.658309113,154542.292828756,216286.941739754,266334.180929307,106401.103932306,161245.02249184
"1953",119268.991603414,73030.1228528129,140819.156743296,130049.477255476,132340.986661574,191336.846030136,163034.55541225,171742.132082689,217489.811005778,171193.858522152,102523.083624982,254415.029420411
"1954",69020.0027348565,69810.7075071209,130054.436764096,87867.7648255017,112037.807502339,88156.8926297741,80840.8194457725,96911.967920215,73473.6103419534,60042.7200123478,90903.7232902137,92464.1668348632
"1955",185812.515778039,125117.966099548,128405.867352615,38032.6021002242,328153.627281418,120285.6865964,95674.5750867653,394088.547190969,178570.492138348,191614.044356134,315929.313473789,92417.1229046626
"1956",107214.406199699,67607.0158418034,187562.269518077,99968.6761875344,110673.727062663,165559.733887087,168638.896136804,127526.483660661,89301.3924888752,181607.659258995,140777.253535453,89955.6703271223
"1957",459575.227549804,329928.16905586,406100.613134096,198288.511639733,237950.90983338,290569.561780853,475212.710787701,329431.055919539,472902.860811248,404182.960992016,618999.954301708,287511.192449714
"1958",761438.368597063,575008.855848297,891989.809403717,885266.148835084,745290.690199454,759121.551025264,1527275.92763533,1222953.45215782,863624.904064324,1153443.58720219,847998.568269221,850598.33750564
"1959",1059998.84113056,1004256.32348685,719853.85863455,1052307.19172525,967927.65664636,1298843.42718074,1105590.00268735,929203.569642376,1354369.67065978,1323845.99202687,971925.931339955,1198343.47891868
"1960",1314155.93530132,873108.442525892,1109558.17284621,913014.721719943,1094141.96214433,1178349.86244986,848947.425815932,1184278.54857074,1059249.14869854,1157752.36082391,807028.827466997,1113026.68611777
"1961",680724.02846088,896543.024326232,678924.260576254,675239.605900167,800963.447073006,834345.793353616,937557.850778415,823006.042717875,797166.658280414,689545.195220111,792630.845649982,782193.138960418
"1962",375130.587893061,330943.019761476,565091.928043706,481892.601000308,447182.94596443,586745.484117513,400733.365318691,391711.848754454,484137.729398051,380010.847252873,382552.80752117,472274.150213792
"1963",382673.774811797,347655.824945114,281065.589616196,414463.503912823,255923.71665042,282369.647895741,427330.125319825,257269.927239445,248177.18769791,276928.642598526,268584.690975776,264810.789593341
"1964",152127.429356245,222464.511127005,185311.266576777,177307.024581267,223455.93952026,186752.145840258,148240.537866611,140110.96773323,187062.991227191,174668.082053381,172746.894581729,160169.089015968
"1965",147573.75526315,95374.7126681314,99075.675697973,177181.132552738,104282.511065429,186957.422362518,146381.168200443,151164.786207563,121709.090346733,116484.325496777,136601.249336597,275711.641583592
"1966",78389.3865253892,90506.5681750847,104400.392653585,65103.5021817601,70149.9626940935,72035.3205445157,120354.446930714,84965.1993566335,60220.9404350186,110744.96730176,138574.508347627,64625.595592213
"1967",111175.094212446,223531.03159925,122381.840804441,324735.188307996,177694.294581831,134110.363097787,62484.2928255814,231832.111481411,100778.906249351,82715.9118547938,126868.906424649,103701.882837432
"1968",90412.6790113736,75878.7363679246,130441.792049402,88240.2238844448,108548.94590628,67563.4508781124,124175.179838113,64811.4358645869,79801.8192932099,159560.163714679,141539.280287817,72660.2339195854
"1969",205152.516145242,483521.057844582,345596.896233458,446301.130291495,232252.794459124,246708.799594764,427376.728169496,271296.926101078,290569.579814617,303833.750528388,435262.382345002,317236.01843904
"1970",846796.772223149,1127151.13365943,805848.081515342,738974.361183883,699510.839696457,891709.088227661,1361870.88113497,911275.489203922,954683.950295008,989439.347380003,1315454.8232648,751774.680043902
"1971",1105220.58915859,1059963.15380981,930905.102393134,957845.900832813,704437.003327925,947653.182311656,816298.24813692,1155615.0386174,947066.73806335,1026260.6798735,1038250.69673018,1106518.59324339
"1972",1147732.40822747,941309.639872204,1153462.92443848,1142956.32630297,1118271.71346261,873895.34379958,1151584.08685758,868846.282016235,1270638.60463769,823308.824039304,921474.365379801,1007180.77241541
"1973",776150.665236686,696876.071168868,713150.545062849,904556.132652305,708689.699446408,868703.132352851,918098.081625717,565243.022247666,688586.724402917,668831.067930049,634367.544019339,639060.356328084
"1974",361702.307619381,344129.769871214,374599.826643992,629818.921097004,497403.509186148,406212.917447792,406581.760505683,335976.328945966,432808.480219788,506106.073711215,314242.345734191,418777.595645694
"1975",279189.473174446,281704.095091386,310887.909890341,406959.465276755,245905.351945497,301553.524444631,269586.947873744,235173.19817061,255538.217845485,354499.448643484,284072.561789677,339949.787000845
"1976",244834.410394649,191230.015981762,202891.197821285,227515.180506469,198398.458569001,286804.479142751,169427.14925391,208514.196148058,218158.029838036,189997.683128716,220814.733748768,210200.014574284
"1977",164062.636479684,166317.479663357,151303.435544629,222523.388219835,208610.935739102,155059.924807721,101796.016314344,76544.7793577515,98033.8511230839,188925.343189154,80386.2518232961,210951.53279424
"1978",64386.2582068442,79886.4703555774,68595.659390635,122076.613082031,114630.28599565,78924.2476784335,58368.7168876353,64661.2490945699,109687.076639108,82716.9849433071,85292.9350785943,53043.5569018291
"1979",69793.8591474404,116227.331836963,180377.330999557,222009.362882847,169834.971508903,205504.248506419,190660.289160538,186139.45905655,134463.725761435,288276.579743572,64761.8323713294,160988.326906654
"1980",147940.158189958,37221.4303474938,113873.39894581,74705.7899591945,103571.718085803,262897.774398681,65424.5694687835,148733.138823536,173698.16249552,132635.617856016,93226.4071032333,96243.1650535475
"1981",364089.440473839,578731.156983768,337773.821769568,818857.400173337,224432.037462087,326585.412741178,235032.151136863,148361.162160869,718967.577754297,309219.132950984,274625.768319165,562019.701271807
"1982",772525.85809329,995137.618006486,718443.765688728,1163330.41797414,861445.443689697,826271.623377228,989437.538104279,1178135.52724985,504213.633582514,968582.046159383,1010507.45887647,692746.54965496
"1983",788857.373795214,964008.448445736,1608341.46910295,924360.206116792,988573.073857936,1270360.46536032,1058230.06880649,1262773.47735026,1059190.30467597,1046818.63790685,979381.789574408,1059667.21686296
"1984",991947.908741267,898935.727291878,964889.711892142,1357390.65919934,658964.455910274,833988.391233935,1183071.23591992,1155072.53426733,1113277.10099351,1156166.74838421,956323.688371556,777692.658639664
"1985",767941.968800673,921620.356285275,665523.218695897,719752.721665159,1015917.52669699,624021.343296702,815619.196931776,757525.715935378,671543.867896146,857435.052885787,1032627.72944188,711781.92118121
"1986",440495.734087376,407343.914745244,254699.803563097,318738.576482122,535990.978231677,559112.702057768,504501.812650302,430747.564356745,469051.100119679,325138.259446341,446013.108226434,525954.607534335
"1987",222345.52586604,257873.790130587,264305.505091249,201956.571077389,262922.512148755,385262.504924369,269403.944773014,282717.700300359,337797.188593743,205331.415074838,249569.744483334,184758.297732626
"1988",245663.565886885,151060.063482191,221943.014563706,234410.566113769,243240.524064011,160556.615014918,224254.69940272,200334.995129486,258255.559112502,190909.572854096,236967.783428376,178844.343388307
"1989",139699.771202661,113292.378911916,115330.368681969,168755.495942381,170979.55993249,250233.585691897,95247.1440717595,194156.492044312,150259.800861871,176608.179458747,80255.0498045654,131089.565655956
"1990",104242.506775712,53128.4902720904,71205.1577115827,77344.4920960979,138236.686535711,45863.018416387,97793.7436119087,78351.6691680872,172063.218821727,100605.299982197,77059.7115259033,93962.6723104264
"1991",83493.657145635,123253.759483303,158788.258503342,352264.832851827,132077.241746701,214418.469003997,260784.066797181,150007.393661866,250507.605861416,155707.203629,222099.376227359,95291.7386151004
"1992",109396.468927497,117957.676434079,148740.570131876,138322.015345065,105656.857868979,92002.0784993384,124641.362479906,90816.0642703915,76365.5886220938,111028.952376908,90333.7989860978,139043.974109489
"1993",399707.141044418,756979.852420372,638420.281975968,450224.970214613,248879.862425529,662513.749233877,445498.475961158,321771.637976134,257687.30011672,713791.092281731,348034.878892368,261838.529016548
"1994",958271.643978926,855306.596808752,1239900.18107959,930953.582570571,1016570.87419428,977131.012317883,711089.040358508,958413.064739366,881169.908185503,1089135.73405312,1656106.17700428,886992.390067123
"1995",808245.106332719,994635.682345602,1426894.02030609,1057938.42363966,1060616.96709096,1073322.08002974,1122725.56787364,884138.012737058,1043613.0182442,1018703.01803263,1042671.25012661,1013469.39531583
"1996",906458.908955519,1107018.00270437,811041.854443826,1031407.34014819,902812.236091362,879097.563803714,1058489.86017123,885299.311362068,791673.829017282,938756.686467248,1202715.77890609,1056824.61010918
"1997",664708.588985881,648547.704378637,607463.134887226,789966.452344178,545984.514619117,574492.889533546,825377.283325073,750136.868850165,656928.183627803,776632.229468879,863427.662876077,635628.182160379
"1998",301391.935276805,652756.289571496,420103.749230862,297663.917151712,404019.84101828,399375.2014494,306982.595104369,522904.503176126,438494.802982752,347530.874894138,521183.336325465,504217.907333381
"1999",241855.846845297,371063.613566965,299136.348224416,249511.730658935,244745.682992796,377519.509099706,236303.458711626,312399.285564896,341249.101261002,280948.301334321,248592.201432383,355339.767593301
"2000",255519.386985124,189317.087435629,214608.922201303,226134.357389454,180803.104194786,195899.297496992,283689.43397208,214050.803087646,157397.336537348,174591.957392943,279811.703833835,218886.600165409
"2001",119276.558435817,76076.3399962128,82243.3005898436,130367.563748403,146110.585253553,148738.371685473,170936.40862504,130985.294232366,192829.449999497,129183.589047751,126331.94945814,145287.367214973
"2002",64151.6084730334,49014.379203525,71413.1016423905,73637.8302206103,100903.351936212,119932.315016922,128410.033914476,67517.9098721647,103408.152286568,87718.8649676264,90043.6947410514,80838.0982719431
"2003",316978.449933708,150518.804927602,204950.212344673,158105.205810238,246560.165671527,132319.110172804,143740.938845928,162096.294365524,103041.907265561,134105.755572308,289483.223853314,38548.6439926184
"2004",138644.309093669,99763.4548109602,132781.770281665,146838.162288153,150364.196738601,91667.9769005662,43379.7028162583,103605.016081273,68969.8552144051,70327.5986241582,72290.522817649,115163.288297646
"2005",702451.750823183,476382.40287388,260953.746483981,813734.650751663,523130.892499034,319728.267918329,180704.086493722,656073.577833404,333201.084628921,401346.660179531,957196.520447326,863071.178668695
"2006",880736.313468444,679788.03060484,1264317.50792089,661533.335992405,990858.191639716,1035129.17676918,739886.741207892,1142681.21604008,668047.645309923,904895.199141209,749193.966351449,1078541.21340857
"2007",954764.710669545,750363.118570394,885473.016826397,1117303.51353892,1212568.14360733,1541958.73494746,992337.417327073,1315552.35174659,1382516.70059011,978854.868292247,1072548.59535417,1454179.5256583
"2008",779309.078461356,927826.188646518,950890.180612977,792118.224766639,842865.845621246,1084455.05925424,1207412.91041702,829847.476766612,1077411.55156524,1106991.34067799,750319.227316928,928855.956431859
"2009",698728.050196928,732143.693944158,818929.965754951,855639.811933545,699671.68053038,732274.264500421,743466.365982653,655035.199889494,655552.096032866,784745.146739494,759887.592227658,654522.904095451
